Manpower,Disaster_Group,Disaster_Subgroup,Disaster_Type
485,Natural,Hydrological,Flood
481,Natural,Biological,Epidemic
427,Natural,Meteorological,Storm
532,Natural,Hydrological,Flood
598,Natural,Hydrological,Flood
176,Natural,Meteorological,Storm
371,Natural,Meteorological,Storm
458,Natural,Meteorological,Storm
575,Natural,Meteorological,Extreme temperature 
610,Natural,Meteorological,Extreme temperature 
611,Natural,Meteorological,Extreme temperature 
154,Natural,Hydrological,Flood
158,Natural,Hydrological,Flood
159,Natural,Hydrological,Flood
564,Natural,Hydrological,Flood
512,Natural,Geophysical,Earthquake
409,Natural,Biological,Epidemic
324,Natural,Hydrological,Flood
427,Natural,Meteorological,Storm
2,Natural,Meteorological,Storm
391,Natural,Meteorological,Storm
530,Natural,Hydrological,Flood
57,Natural,Hydrological,Flood
74,Natural,Meteorological,Storm
187,Natural,Meteorological,Storm
382,Natural,Hydrological,Flood
23,Natural,Hydrological,Flood
337,Natural,Hydrological,Flood
118,Natural,Meteorological,Storm
492,Natural,Hydrological,Flood
449,Natural,Hydrological,Landslide
455,Natural,Hydrological,Landslide
11,Natural,Hydrological,Flood
368,Natural,Hydrological,Flood
200,Natural,Biological,Epidemic
448,Natural,Hydrological,Flood
225,Natural,Biological,Epidemic
446,Natural,Hydrological,Flood
306,Natural,Hydrological,Landslide
256,Natural,Hydrological,Flood
206,Natural,Hydrological,Flood
476,Natural,Geophysical,Earthquake
571,Natural,Geophysical,Earthquake
454,Natural,Geophysical,Mass movement (dry)
215,Natural,Hydrological,Flood
124,Natural,Hydrological,Flood
333,Natural,Hydrological,Flood
232,Natural,Meteorological,Extreme temperature 
288,Natural,Hydrological,Flood
291,Natural,Hydrological,Flood
446,Natural,Hydrological,Flood
9353,Natural,Climatological,Drought
199,Natural,Hydrological,Flood
315,Natural,Meteorological,Extreme temperature 
323,Natural,Hydrological,Flood
105,Natural,Meteorological,Storm
176,Natural,Meteorological,Storm
244,Natural,Meteorological,Storm
339,Natural,Meteorological,Storm
490,Natural,Meteorological,Storm
9364,Natural,Climatological,Drought
284,Natural,Hydrological,Flood
93,Natural,Meteorological,Storm
97,Natural,Hydrological,Flood
263,Natural,Meteorological,Storm
577,Natural,Meteorological,Extreme temperature 
345,Natural,Hydrological,Flood
9257,Natural,Climatological,Drought
532,Natural,Hydrological,Flood
184,Natural,Meteorological,Storm
310,Natural,Hydrological,Flood
551,Natural,Hydrological,Flood
203,Natural,Hydrological,Flood
235,Natural,Hydrological,Flood
137,Natural,Climatological,Wildfire
130,Natural,Hydrological,Flood
507,Natural,Hydrological,Flood
392,Natural,Hydrological,Flood
393,Natural,Meteorological,Extreme temperature 
281,Natural,Meteorological,Storm
9483,Natural,Climatological,Drought
436,Natural,Hydrological,Flood
198,Natural,Meteorological,Storm
446,Natural,Hydrological,Flood
484,Natural,Meteorological,Storm
477,Natural,Hydrological,Flood
544,Natural,Hydrological,Flood
427,Natural,Meteorological,Storm
580,Natural,Biological,Epidemic
336,Natural,Meteorological,Storm
138,Natural,Meteorological,Storm
282,Natural,Hydrological,Flood
227,Natural,Hydrological,Flood
284,Natural,Meteorological,Storm
211,Natural,Meteorological,Storm
61,Natural,Meteorological,Extreme temperature 
126,Natural,Hydrological,Flood
185,Natural,Hydrological,Flood
94,Natural,Hydrological,Flood
40,Natural,Hydrological,Flood
92,Natural,Hydrological,Flood
345,Natural,Hydrological,Flood
139,Natural,Hydrological,Flood
221,Natural,Hydrological,Flood
153,Natural,Hydrological,Flood
325,Natural,Hydrological,Flood
267,Natural,Hydrological,Flood
112,Natural,Hydrological,Flood
54,Natural,Hydrological,Flood
149,Natural,Hydrological,Flood
161,Natural,Hydrological,Flood
216,Natural,Hydrological,Landslide
324,Natural,Meteorological,Storm
355,Natural,Meteorological,Storm
319,Natural,Meteorological,Storm
9225,Natural,Climatological,Drought
9052,Natural,Climatological,Drought
9050,Natural,Climatological,Drought
9020,Natural,Climatological,Drought
9122,Natural,Climatological,Drought
165,Natural,Hydrological,Flood
270,Natural,Hydrological,Flood
53,Natural,Hydrological,Flood
179,Natural,Hydrological,Flood
295,Natural,Hydrological,Flood
355,Natural,Meteorological,Storm
184,Natural,Hydrological,Flood
19,Natural,Geophysical,Earthquake
156,Natural,Hydrological,Landslide
57,Natural,Hydrological,Flood
306,Natural,Hydrological,Flood
234,Natural,Meteorological,Storm
237,Natural,Meteorological,Storm
2,Natural,Geophysical,Earthquake
239,Natural,Hydrological,Flood
267,Natural,Hydrological,Flood
49,Natural,Hydrological,Landslide
195,Natural,Hydrological,Landslide
133,Natural,Meteorological,Extreme temperature 
187,Natural,Climatological,Wildfire
271,Natural,Hydrological,Flood
276,Natural,Hydrological,Flood
304,Natural,Hydrological,Flood
313,Natural,Geophysical,Earthquake
355,Natural,Meteorological,Storm
107,Natural,Geophysical,Earthquake
121,Natural,Geophysical,Earthquake
23,Natural,Meteorological,Extreme temperature 
89,Natural,Hydrological,Flood
341,Natural,Geophysical,Earthquake
23,Natural,Meteorological,Extreme temperature 
316,Natural,Hydrological,Flood
301,Natural,Hydrological,Flood
333,Natural,Hydrological,Flood
332,Natural,Hydrological,Flood
335,Natural,Geophysical,Earthquake
272,Natural,Hydrological,Flood
189,Natural,Meteorological,Storm
224,Natural,Hydrological,Landslide
232,Natural,Hydrological,Flood
248,Natural,Hydrological,Flood
129,Natural,Hydrological,Flood
57,Natural,Hydrological,Flood
307,Natural,Hydrological,Flood
269,Natural,Hydrological,Flood
219,Natural,Hydrological,Flood
337,Natural,Hydrological,Flood
187,Natural,Climatological,Wildfire
275,Natural,Hydrological,Flood
96,Natural,Hydrological,Flood
120,Natural,Hydrological,Flood
229,Natural,Meteorological,Storm
100,Natural,Geophysical,Earthquake
240,Natural,Hydrological,Flood
298,Natural,Geophysical,Earthquake
256,Natural,Meteorological,Storm
342,Natural,Meteorological,Storm
1,Natural,Meteorological,Extreme temperature 
321,Natural,Hydrological,Flood
285,Natural,Climatological,Wildfire
9249,Natural,Climatological,Drought
179,Natural,Hydrological,Flood
128,Natural,Hydrological,Flood
164,Natural,Hydrological,Landslide
120,Natural,Hydrological,Flood
105,Natural,Hydrological,Flood
274,Natural,Hydrological,Flood
344,Natural,Biological,Epidemic
129,Natural,Hydrological,Flood
9291,Natural,Climatological,Drought
302,Natural,Biological,Epidemic
23,Natural,Meteorological,Extreme temperature 
557,Natural,Biological,Epidemic
830,Natural,Meteorological,Storm
9478,Natural,Climatological,Drought
482,Natural,Meteorological,Storm
227,Natural,Meteorological,Storm
263,Natural,Meteorological,Storm
126,Natural,Meteorological,Storm
432,Natural,Hydrological,Flood
444,Natural,Meteorological,Storm
318,Natural,Geophysical,Earthquake
122,Natural,Hydrological,Flood
491,Natural,Hydrological,Flood
99,Natural,Hydrological,Flood
66,Natural,Hydrological,Flood
329,Natural,Hydrological,Flood
128,Natural,Hydrological,Flood
164,Natural,Hydrological,Flood
192,Natural,Meteorological,Storm
540,Natural,Meteorological,Storm
72,Natural,Meteorological,Storm
240,Natural,Meteorological,Storm
330,Natural,Meteorological,Storm
96,Natural,Meteorological,Storm
9428,Natural,Climatological,Drought
204,Natural,Hydrological,Flood
174,Natural,Geophysical,Earthquake
119,Natural,Hydrological,Flood
100,Natural,Meteorological,Storm
459,Natural,Meteorological,Storm
317,Natural,Hydrological,Flood
95,Natural,Hydrological,Landslide
310,Natural,Meteorological,Storm
165,Natural,Climatological,Wildfire
9023,Natural,Climatological,Drought
390,Natural,Meteorological,Storm
474,Natural,Meteorological,Storm
311,Natural,Geophysical,Earthquake
526,Natural,Biological,Epidemic
426,Natural,Hydrological,Flood
514,Natural,Hydrological,Flood
530,Natural,Biological,Epidemic
306,Natural,Hydrological,Flood
80,Natural,Meteorological,Extreme temperature 
65,Natural,Biological,Epidemic
191,Natural,Biological,Epidemic
235,Natural,Biological,Epidemic
211,Natural,Meteorological,Storm
488,Natural,Meteorological,Storm
155,Natural,Meteorological,Storm
180,Natural,Meteorological,Storm
245,Natural,Meteorological,Storm
138,Natural,Meteorological,Storm
326,Natural,Meteorological,Storm
194,Natural,Hydrological,Flood
286,Natural,Hydrological,Flood
292,Natural,Hydrological,Flood
535,Natural,Hydrological,Flood
401,Natural,Climatological,Wildfire
123,Natural,Meteorological,Storm
400,Natural,Meteorological,Storm
565,Natural,Hydrological,Flood
46,Natural,Meteorological,Storm
72,Natural,Meteorological,Storm
9500,Natural,Climatological,Drought
38,Natural,Hydrological,Flood
339,Natural,Meteorological,Storm
69,Natural,Meteorological,Storm
558,Natural,Meteorological,Storm
531,Natural,Meteorological,Storm
459,Natural,Meteorological,Storm
93,Natural,Meteorological,Storm
494,Natural,Meteorological,Storm
30,Natural,Meteorological,Storm
93,Natural,Meteorological,Storm
26,Natural,Meteorological,Storm
212,Natural,Hydrological,Flood
9574,Natural,Climatological,Drought
528,Natural,Geophysical,Earthquake
119,Natural,Hydrological,Landslide
9483,Natural,Climatological,Drought
390,Natural,Hydrological,Flood
244,Natural,Meteorological,Storm
458,Natural,Meteorological,Storm
540,Natural,Biological,Epidemic
541,Natural,Biological,Epidemic
205,Natural,Hydrological,Flood
363,Natural,Hydrological,Flood
551,Natural,Hydrological,Flood
498,Natural,Hydrological,Flood
177,Natural,Meteorological,Storm
25,Natural,Meteorological,Storm
73,Natural,Meteorological,Storm
122,Natural,Meteorological,Storm
186,Natural,Hydrological,Flood
431,Natural,Hydrological,Flood
421,Natural,Climatological,Wildfire
613,Natural,Climatological,Wildfire
9210,Natural,Climatological,Drought
312,Natural,Climatological,Wildfire
399,Natural,Hydrological,Flood
296,Natural,Hydrological,Flood
252,Natural,Meteorological,Storm
9617,Natural,Climatological,Drought
460,Natural,Hydrological,Flood
9483,Natural,Climatological,Drought
484,Natural,Meteorological,Storm
302,Natural,Biological,Epidemic
336,Natural,Geophysical,Earthquake
385,Natural,Climatological,Wildfire
536,Natural,Hydrological,Flood
549,Natural,Hydrological,Flood
339,Natural,Meteorological,Storm
608,Natural,Geophysical,Earthquake
301,Natural,Biological,Epidemic
12,Natural,Meteorological,Storm
203,Natural,Meteorological,Storm
519,Natural,Hydrological,Flood
9369,Natural,Climatological,Drought
125,Natural,Meteorological,Storm
322,Natural,Meteorological,Storm
115,Natural,Hydrological,Flood
191,Natural,Hydrological,Flood
350,Natural,Meteorological,Storm
331,Natural,Hydrological,Flood
522,Natural,Hydrological,Flood
522,Natural,Hydrological,Flood
423,Natural,Hydrological,Flood
43,Natural,Geophysical,Earthquake
123,Natural,Meteorological,Storm
150,Natural,Meteorological,Storm
86,Natural,Meteorological,Storm
87,Natural,Meteorological,Storm
124,Natural,Hydrological,Flood
183,Natural,Hydrological,Flood
342,Natural,Meteorological,Storm
181,Natural,Meteorological,Storm
85,Natural,Meteorological,Storm
355,Natural,Meteorological,Storm
433,Natural,Meteorological,Storm
359,Natural,Meteorological,Storm
9435,Natural,Climatological,Drought
9065,Natural,Climatological,Drought
10,Natural,Meteorological,Storm
51,Natural,Meteorological,Storm
251,Natural,Geophysical,Earthquake
4,Natural,Meteorological,Storm
41,Natural,Meteorological,Storm
141,Natural,Meteorological,Storm
256,Natural,Meteorological,Storm
23,Natural,Meteorological,Extreme temperature 
329,Natural,Geophysical,Earthquake
60,Natural,Hydrological,Flood
28,Natural,Hydrological,Flood
244,Natural,Hydrological,Flood
329,Natural,Geophysical,Earthquake
130,Natural,Hydrological,Flood
148,Natural,Hydrological,Landslide
1,Natural,Meteorological,Extreme temperature 
206,Natural,Climatological,Wildfire
264,Natural,Climatological,Wildfire
297,Natural,Climatological,Wildfire
170,Natural,Hydrological,Flood
292,Natural,Hydrological,Flood
355,Natural,Meteorological,Storm
268,Natural,Meteorological,Storm
120,Natural,Hydrological,Flood
196,Natural,Hydrological,Landslide
36,Natural,Meteorological,Extreme temperature 
305,Natural,Hydrological,Flood
76,Natural,Hydrological,Flood
9119,Natural,Climatological,Drought
289,Natural,Biological,Epidemic
327,Natural,Hydrological,Flood
420,Natural,Hydrological,Flood
482,Natural,Hydrological,Landslide
515,Natural,Biological,Epidemic
428,Natural,Hydrological,Flood
460,Natural,Biological,Epidemic
448,Natural,Biological,Epidemic
518,Natural,Biological,Epidemic
373,Natural,Meteorological,Storm
480,Natural,Geophysical,Earthquake
526,Natural,Geophysical,Earthquake
536,Natural,Geophysical,Earthquake
363,Natural,Meteorological,Storm
364,Natural,Meteorological,Storm
379,Natural,Meteorological,Storm
371,Natural,Meteorological,Storm
376,Natural,Hydrological,Flood
389,Natural,Hydrological,Flood
533,Natural,Hydrological,Flood
518,Natural,Biological,Epidemic
496,Natural,Hydrological,Flood
9495,Natural,Climatological,Drought
394,Natural,Biological,Epidemic
184,Natural,Hydrological,Flood
328,Natural,Meteorological,Storm
410,Natural,Meteorological,Storm
383,Natural,Meteorological,Storm
383,Natural,Meteorological,Storm
286,Natural,Meteorological,Storm
187,Natural,Hydrological,Flood
215,Natural,Hydrological,Flood
38,Natural,Meteorological,Storm
71,Natural,Meteorological,Storm
261,Natural,Hydrological,Flood
504,Natural,Hydrological,Flood
174,Natural,Hydrological,Landslide
202,Natural,Hydrological,Flood
185,Natural,Hydrological,Flood
55,Natural,Hydrological,Flood
331,Natural,Geophysical,Earthquake
169,Natural,Hydrological,Flood
245,Natural,Hydrological,Flood
264,Natural,Hydrological,Flood
478,Natural,Hydrological,Flood
182,Natural,Geophysical,Earthquake
444,Natural,Hydrological,Flood
280,Natural,Geophysical,Earthquake
284,Natural,Meteorological,Storm
360,Natural,Meteorological,Storm
463,Natural,Hydrological,Flood
72,Natural,Climatological,Wildfire
271,Natural,Climatological,Wildfire
2,Natural,Climatological,Wildfire
228,Natural,Climatological,Wildfire
105,Natural,Meteorological,Storm
80,Natural,Hydrological,Landslide
529,Natural,Hydrological,Landslide
352,Natural,Meteorological,Storm
410,Natural,Meteorological,Storm
381,Natural,Meteorological,Storm
381,Natural,Meteorological,Storm
383,Natural,Meteorological,Storm
9207,Natural,Climatological,Drought
26,Natural,Hydrological,Landslide
27,Natural,Hydrological,Landslide
10,Natural,Meteorological,Extreme temperature 
10,Natural,Meteorological,Extreme temperature 
33,Natural,Meteorological,Extreme temperature 
10,Natural,Meteorological,Extreme temperature 
288,Natural,Hydrological,Flood
109,Natural,Hydrological,Flood
381,Natural,Meteorological,Storm
548,Natural,Hydrological,Flood
195,Natural,Hydrological,Flood
31,Natural,Hydrological,Landslide
104,Natural,Hydrological,Flood
221,Natural,Hydrological,Flood
381,Natural,Meteorological,Storm
562,Natural,Meteorological,Storm
360,Natural,Meteorological,Storm
480,Natural,Biological,Epidemic
368,Natural,Hydrological,Flood
139,Natural,Meteorological,Storm
138,Natural,Hydrological,Flood
152,Natural,Meteorological,Storm
556,Natural,Biological,Epidemic
342,Natural,Hydrological,Flood
381,Natural,Meteorological,Storm
551,Natural,Biological,Epidemic
381,Natural,Meteorological,Storm
79,Natural,Hydrological,Flood
94,Natural,Meteorological,Storm
384,Natural,Hydrological,Flood
126,Natural,Hydrological,Flood
471,Natural,Hydrological,Flood
350,Natural,Geophysical,Mass movement (dry)
218,Natural,Hydrological,Flood
143,Natural,Meteorological,Storm
214,Natural,Meteorological,Storm
110,Natural,Meteorological,Storm
113,Natural,Geophysical,Earthquake
124,Natural,Geophysical,Earthquake
513,Natural,Geophysical,Earthquake
44,Natural,Hydrological,Landslide
332,Natural,Hydrological,Landslide
363,Natural,Hydrological,Landslide
201,Natural,Hydrological,Landslide
281,Natural,Meteorological,Storm
326,Natural,Meteorological,Storm
485,Natural,Meteorological,Storm
9206,Natural,Climatological,Drought
254,Natural,Hydrological,Flood
287,Natural,Hydrological,Flood
372,Natural,Hydrological,Flood
398,Natural,Hydrological,Flood
476,Natural,Hydrological,Flood
568,Natural,Hydrological,Flood
560,Natural,Biological,Epidemic
367,Natural,Hydrological,Flood
119,Natural,Hydrological,Landslide
90,Natural,Hydrological,Landslide
223,Natural,Hydrological,Flood
225,Natural,Hydrological,Flood
341,Natural,Meteorological,Storm
565,Natural,Meteorological,Storm
310,Natural,Hydrological,Flood
137,Natural,Meteorological,Storm
417,Natural,Climatological,Wildfire
320,Natural,Hydrological,Flood
86,Natural,Meteorological,Storm
292,Natural,Climatological,Wildfire
490,Natural,Hydrological,Flood
83,Natural,Meteorological,Storm
306,Natural,Hydrological,Flood
53,Natural,Biological,Epidemic
304,Natural,Hydrological,Flood
2,Natural,Meteorological,Storm
82,Natural,Hydrological,Flood
40,Natural,Hydrological,Flood
170,Natural,Meteorological,Storm
203,Natural,Hydrological,Flood
62,Natural,Hydrological,Flood
396,Natural,Hydrological,Flood
374,Natural,Hydrological,Flood
368,Natural,Hydrological,Flood
299,Natural,Climatological,Wildfire
439,Natural,Hydrological,Flood
282,Natural,Hydrological,Flood
